Método,Classe,Variável,mínimo,máximo,primeiro_quartil,média,mediana,terceiro_quartil,desvio_relativo_média
KMeans_RF_k4,1,mp_v,0.0,2035.0,0.0,217.32,0.0,173.0,2.23
KMeans_RF_k4,1,outros,0.0,109.0,1.0,11.0,3.0,15.0,2.0
KMeans_RF_k4,1,ter,0.0,73.0,3.0,18.92,7.0,24.0,1.23
KMeans_RF_k4,1,equipamentos,360.78,1935.09,780.27,1009.32,967.95,1202.76,0.34
KMeans_RF_k4,1,fator_com,0.0,0.36,0.0,0.04,0.02,0.04,1.96
KMeans_RF_k4,1,qtda_pav,1.0,28.0,2.0,8.64,2.0,19.0,1.15
KMeans_RF_k4,1,aap_h,0.0,15826559.81,0.0,3109764.52,202435.85,4506578.64,1.52
KMeans_RF_k4,1,aap_v,0.0,125015706.15,0.0,21320504.44,0.0,39883895.06,1.68
KMeans_RF_k4,1,abp_h,0.0,23129427.97,0.0,5377613.01,3010422.97,9343356.46,1.23
KMeans_RF_k4,1,abp_v,0.0,501737161.34,0.0,20131716.64,0.0,0.0,4.98
KMeans_RF_k4,1,acom,0.0,47869136.95,294209.63,3666093.94,659388.91,3141430.22,2.58
KMeans_RF_k4,1,amp_h,0.0,93286177.75,1853227.73,17800555.74,6558189.13,22992357.26,1.39
KMeans_RF_k4,1,amp_v,0.0,335464108.52,0.0,46460897.88,0.0,32496019.86,1.98
KMeans_RF_k4,1,aoutros,0.0,11684126.37,81424.37,2047806.04,589018.17,2687212.79,1.54
KMeans_RF_k4,1,ater,0.0,20619978.51,688111.3,3655773.9,1130721.91,4956305.99,1.36
KMeans_RF_k4,1,vl_m2_terreno,273.0,9807.0,653.0,2206.08,1727.0,2702.0,0.98
KMeans_RF_k4,1,a_vl_m2_construcao,1332.0,3881.85,1485.0,2114.64,2040.0,2504.0,0.35
KMeans_RF_k4,1,comp_res,20.07,79.56,25.44,39.42,30.31,53.98,0.44
KMeans_RF_k4,1,outros_usos,-0.11,35.1,1.4,7.94,5.46,13.27,1.05
KMeans_RF_k4,1,KMedoids_RF_k4,0.0,3.0,0.0,1.16,1.0,2.0,1.02
KMeans_RF_k4,1,Spectral_RF_k4,0.0,0.0,0.0,0.0,0.0,0.0,
KMeans_RF_k4,2,densidade_hec,8.39,17.3,11.67,13.55,14.95,16.13,0.34
KMeans_RF_k4,2,qd_area,353706.64,868683.37,398799.13,555427.21,443891.62,656287.5,0.5
KMeans_RF_k4,2,mobilidade,1285.29,4161.86,1561.52,2428.3,1837.75,2999.81,0.63
KMeans_RF_k4,2,ap_h,2.0,32.0,14.0,20.0,26.0,29.0,0.79
KMeans_RF_k4,2,ap_v,0.0,722.0,0.0,240.67,0.0,361.0,1.73
KMeans_RF_k4,2,bp_h,0.0,22.0,0.5,7.67,1.0,11.5,1.62
KMeans_RF_k4,2,bp_v,0.0,0.0,0.0,0.0,0.0,0.0,
KMeans_RF_k4,2,com,0.0,5.0,0.0,1.67,0.0,2.5,1.73
KMeans_RF_k4,2,mp_h,3.0,179.0,19.0,72.33,35.0,107.0,1.3
KMeans_RF_k4,2,mp_v,0.0,3685.0,0.5,1228.67,1.0,1843.0,1.73
KMeans_RF_k4,2,outros,3.0,169.0,4.5,59.33,6.0,87.5,1.6
KMeans_RF_k4,2,ter,24.0,158.0,51.0,86.67,78.0,118.0,0.78
KMeans_RF_k4,2,equipamentos,1086.49,1637.8,1336.78,1437.12,1587.07,1612.44,0.21
KMeans_RF_k4,2,fator_com,0.0,0.0,0.0,0.0,0.0,0.0,1.73
KMeans_RF_k4,2,qtda_pav,0.0,15.0,1.0,5.67,2.0,8.5,1.44
KMeans_RF_k4,2,aap_h,707413.28,22585767.68,7455972.6,12499237.63,14204531.93,18395149.8,0.88
KMeans_RF_k4,2,aap_v,0.0,255376193.9,0.0,85125397.97,0.0,127688096.95,1.73
KMeans_RF_k4,2,abp_h,0.0,7781546.07,434341.68,2883409.81,868683.37,4325114.72,1.48
KMeans_RF_k4,2,abp_v,0.0,0.0,0.0,0.0,0.0,0.0,
KMeans_RF_k4,2,acom,0.0,1768533.2,0.0,589511.07,0.0,884266.6,1.73
KMeans_RF_k4,2,amp_h,1331674.87,63313488.52,15867796.45,31683027.14,30403918.03,46858703.28,0.98
KMeans_RF_k4,2,amp_v,0.0,1303408967.47,221945.81,434617619.7,443891.62,651926429.54,1.73
KMeans_RF_k4,2,aoutros,1061119.92,75017684.26,3136610.08,27096968.14,5212100.23,40114892.25,1.53
KMeans_RF_k4,2,ater,10653398.95,67757303.03,33269524.02,44765450.35,55885649.08,61821476.06,0.67
KMeans_RF_k4,2,vl_m2_terreno,1248.0,2958.0,2074.0,2368.67,2900.0,2929.0,0.41
KMeans_RF_k4,2,a_vl_m2_construcao,0.0,2393.31,1053.23,1499.93,2106.47,2249.89,0.87
KMeans_RF_k4,2,comp_res,49.42,166.23,65.37,98.99,81.31,123.77,0.61
KMeans_RF_k4,2,outros_usos,72.32,138.89,83.3,101.83,94.28,116.59,0.33
KMeans_RF_k4,2,KMedoids_RF_k4,0.0,3.0,0.0,1.0,0.0,1.5,1.73
KMeans_RF_k4,2,Spectral_RF_k4,0.0,0.0,0.0,0.0,0.0,0.0,
KMeans_RF_k4,3,densidade_hec,0.0,1224.63,65.05,152.31,117.35,195.12,0.9
KMeans_RF_k4,3,qd_area,48.45,2118681.93,7537.1,16642.74,11367.01,18185.89,2.17
KMeans_RF_k4,3,mobilidade,26.1,5721.74,357.73,799.56,600.11,992.87,0.83
KMeans_RF_k4,3,ap_h,0.0,36.0,0.0,1.1,0.0,1.0,2.42
KMeans_RF_k4,3,ap_v,0.0,551.0,0.0,11.31,0.0,0.0,3.36
KMeans_RF_k4,3,bp_h,0.0,97.0,0.0,1.54,0.0,1.0,3.2
KMeans_RF_k4,3,bp_v,0.0,1481.0,0.0,10.19,0.0,0.0,5.87
KMeans_RF_k4,3,com,0.0,4042.0,2.0,50.71,8.0,29.0,2.73
KMeans_RF_k4,3,mp_h,0.0,431.0,1.0,19.23,10.0,27.0,1.44
KMeans_RF_k4,3,mp_v,0.0,4141.0,62.0,248.75,156.0,326.0,1.25
KMeans_RF_k4,3,outros,0.0,853.0,0.0,3.52,1.0,3.0,8.0
KMeans_RF_k4,3,ter,0.0,209.0,0.0,1.6,0.0,1.0,4.08
KMeans_RF_k4,3,equipamentos,196.1,2562.39,784.06,994.85,969.97,1196.41,0.32
KMeans_RF_k4,3,fator_com,0.0,1.0,0.01,0.16,0.04,0.14,1.69
KMeans_RF_k4,3,qtda_pav,1.0,49.0,12.0,15.84,15.0,19.0,0.37
KMeans_RF_k4,3,aap_h,0.0,1806064.86,0.0,20019.47,0.0,14366.5,3.57
KMeans_RF_k4,3,aap_v,0.0,34400710.51,0.0,227354.86,0.0,0.0,5.7
KMeans_RF_k4,3,abp_h,0.0,4719025.89,0.0,36218.42,0.0,11862.94,5.15
KMeans_RF_k4,3,abp_v,0.0,130696599.12,0.0,293453.91,0.0,0.0,11.79
KMeans_RF_k4,3,acom,0.0,232207747.01,20254.88,1074554.49,94449.43,427863.6,6.01
KMeans_RF_k4,3,amp_h,0.0,77951185.9,7639.03,417556.25,107311.72,368826.12,3.93
KMeans_RF_k4,3,amp_v,0.0,1036600274.26,457957.75,6657643.35,1655170.81,4751940.38,4.58
KMeans_RF_k4,3,aoutros,0.0,16760531.23,0.0,68988.41,10000.65,36163.05,6.83
KMeans_RF_k4,3,ater,0.0,10058428.45,0.0,43601.89,0.0,21033.52,6.48
KMeans_RF_k4,3,vl_m2_terreno,247.0,34383.0,2167.0,5124.41,3525.36,7110.75,0.83
KMeans_RF_k4,3,a_vl_m2_construcao,1203.0,4360.0,2396.0,3061.11,3412.61,3429.0,0.18
KMeans_RF_k4,3,comp_res,-0.29,18.73,-0.29,0.03,-0.24,-0.04,37.96
KMeans_RF_k4,3,outros_usos,-0.11,28.04,-0.11,0.07,-0.08,-0.01,14.18
KMeans_RF_k4,3,KMedoids_RF_k4,0.0,3.0,2.0,2.06,2.0,2.0,0.19
KMeans_RF_k4,3,Spectral_RF_k4,0.0,2.0,2.0,1.56,2.0,2.0,0.52
Spectral_RF_k4,0,densidade_hec,0.0,1516.67,81.9,137.7,126.76,176.32,0.64
Spectral_RF_k4,0,qd_area,10.42,5240598.72,4489.98,11414.76,6896.44,10632.84,4.2
Spectral_RF_k4,0,mobilidade,11.43,9934.79,780.16,1674.21,1443.05,2362.47,0.66
Spectral_RF_k4,0,ap_h,0.0,108.0,0.0,0.74,0.0,0.0,4.31
Spectral_RF_k4,0,ap_v,0.0,722.0,0.0,0.26,0.0,0.0,36.96
Spectral_RF_k4,0,bp_h,0.0,291.0,0.0,7.51,4.0,10.0,1.54
Spectral_RF_k4,0,bp_v,0.0,3000.0,0.0,6.33,0.0,0.0,8.52
Spectral_RF_k4,0,com,0.0,4042.0,0.0,3.07,1.0,3.0,8.42
Spectral_RF_k4,0,mp_h,0.0,807.0,9.0,25.65,20.0,34.0,1.03
Spectral_RF_k4,0,mp_v,0.0,4141.0,0.0,12.28,0.0,0.0,7.31
Spectral_RF_k4,0,outros,0.0,853.0,0.0,1.44,0.0,1.0,6.86
Spectral_RF_k4,0,ter,0.0,536.0,0.0,1.9,1.0,2.0,3.58
Spectral_RF_k4,0,equipamentos,105.11,2743.35,563.93,760.86,723.83,922.13,0.37
Spectral_RF_k4,0,fator_com,0.0,1.0,0.0,0.07,0.02,0.08,1.92
Spectral_RF_k4,0,qtda_pav,0.0,41.0,1.0,2.03,2.0,2.0,1.17
Spectral_RF_k4,0,aap_h,0.0,22585767.68,0.0,15363.63,0.0,0.0,14.5
Spectral_RF_k4,0,aap_v,0.0,255376193.9,0.0,30838.65,0.0,0.0,57.78
Spectral_RF_k4,0,abp_h,0.0,23129427.97,0.0,79834.17,21082.83,73169.58,3.85
Spectral_RF_k4,0,abp_v,0.0,501737161.34,0.0,215120.2,0.0,0.0,20.03
Spectral_RF_k4,0,acom,0.0,152608095.22,0.0,57924.3,6310.93,25765.82,21.8
Spectral_RF_k4,0,amp_h,0.0,133361747.45,41240.73,326991.11,128604.01,302232.3,4.5
Spectral_RF_k4,0,amp_v,0.0,1303408967.47,0.0,523134.46,0.0,0.0,24.82
Spectral_RF_k4,0,aoutros,0.0,75017684.26,0.0,31356.74,0.0,13095.33,15.04
Spectral_RF_k4,0,ater,0.0,67757303.03,0.0,39865.85,78.56,16489.22,15.55
Spectral_RF_k4,0,vl_m2_terreno,83.0,30005.0,665.0,1145.72,1026.0,1416.0,0.64
Spectral_RF_k4,0,a_vl_m2_construcao,0.0,4285.87,1485.0,1767.73,1804.0,2040.0,0.19
Spectral_RF_k4,0,comp_res,-0.29,166.23,-0.27,0.02,-0.2,-0.03,70.19
Spectral_RF_k4,0,outros_usos,-0.11,138.89,-0.11,-0.0,-0.09,-0.05,-451.42
Spectral_RF_k4,0,KMedoids_RF_k4,0.0,3.0,0.0,1.1,1.0,1.0,0.97
Spectral_RF_k4,0,KMeans_RF_k4,0.0,3.0,0.0,0.09,0.0,0.0,5.75
Spectral_RF_k4,1,densidade_hec,0.0,1056.48,27.54,65.08,55.64,91.9,0.8
Spectral_RF_k4,1,qd_area,20.61,169783.59,4849.37,9808.89,8028.86,12126.62,0.92
Spectral_RF_k4,1,mobilidade,26.1,2831.6,468.71,810.58,711.66,1044.35,0.59
Spectral_RF_k4,1,ap_h,0.0,54.0,0.0,4.24,1.0,6.0,1.48
Spectral_RF_k4,1,ap_v,0.0,118.0,0.0,0.4,0.0,0.0,11.09
Spectral_RF_k4,1,bp_h,0.0,36.0,0.0,0.91,0.0,0.0,2.8
Spectral_RF_k4,1,bp_v,0.0,832.0,0.0,1.63,0.0,0.0,9.85
